### Enriched GO terms for convergently expressed genes in reproductive tract samples
# GO.ID = GO term ID
# Term = GO term description
# GSEA = Gene set enrichment analysis p-value 
GO.ID	Term	GSEA
GO:0055076	transition metal ion homeostasis	0.04208
GO:0006915	apoptotic process	0.0425
GO:0065007	biological regulation	0.0427
GO:0006541	glutamine metabolic process	0.04276
GO:0007135	meiosis II	0.04303
GO:0048699	generation of neurons	0.04367
GO:0090263	positive regulation of canonical Wnt signaling pathway	0.04379
GO:0097164	ammonium ion metabolic process	0.04393
GO:0016198	axon choice point recognition	0.0441
GO:0007276	gamete generation	0.04411
GO:0060326	cell chemotaxis	0.04477
GO:0090101	negative regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	0.04517
GO:0032880	regulation of protein localization	0.04535
GO:0001708	cell fate specification	0.04612
GO:0048488	synaptic vesicle endocytosis	0.04667
GO:0036465	synaptic vesicle recycling	0.04667
GO:1902580	single-organism cellular localization	0.04727
GO:0019433	triglyceride catabolic process	0.04731
GO:0046461	neutral lipid catabolic process	0.04731
GO:0046464	acylglycerol catabolic process	0.04731
GO:0048666	neuron development	0.04799
GO:0030177	positive regulation of Wnt signaling pathway	0.04811
GO:0043280	positive regulation of cysteine-type endopeptidase activity involved in apoptotic process	0.04939
GO:0051036	regulation of endosome size	0.04966
GO:0043484	regulation of RNA splicing	0.04977
GO:0050684	regulation of mRNA processing	0.04977
GO:0048522	positive regulation of cellular process	0.04995
GO:0031111	negative regulation of microtubule polymerization or depolymerization	0.05009
GO:0048813	dendrite morphogenesis	0.05034
GO:0051234	establishment of localization	0.05064
GO:0006457	protein folding	0.05149
GO:0050714	positive regulation of protein secretion	0.05184
GO:0007618	mating	0.05209
GO:0001505	regulation of neurotransmitter levels	0.0522
GO:0023061	signal release	0.05377
GO:0050764	regulation of phagocytosis	0.05398
GO:0006836	neurotransmitter transport	0.05434
GO:0097190	apoptotic signaling pathway	0.05449
GO:0051050	positive regulation of transport	0.0545
GO:0045456	ecdysteroid biosynthetic process	0.05493
GO:0030182	neuron differentiation	0.05509
GO:2000425	regulation of apoptotic cell clearance	0.0558
GO:2000427	positive regulation of apoptotic cell clearance	0.0558
GO:0016358	dendrite development	0.05596
GO:0001845	phagolysosome assembly	0.05605
GO:0010675	regulation of cellular carbohydrate metabolic process	0.05645
GO:0010906	regulation of glucose metabolic process	0.05645
GO:0048024	regulation of mRNA splicing; via spliceosome	0.05682
GO:0048667	cell morphogenesis involved in neuron differentiation	0.0573
GO:0043624	cellular protein complex disassembly	0.0577
GO:0071897	DNA biosynthetic process	0.05827
GO:0043523	regulation of neuron apoptotic process	0.05828
GO:0051402	neuron apoptotic process	0.05828
GO:0031109	microtubule polymerization or depolymerization	0.05838
GO:0048858	cell projection morphogenesis	0.0585
GO:0048812	neuron projection morphogenesis	0.0585
GO:0043248	proteasome assembly	0.05862
GO:0050789	regulation of biological process	0.05891
GO:0022412	cellular process involved in reproduction in multicellular organism	0.05899
GO:0048518	positive regulation of biological process	0.05938
GO:0051171	regulation of nitrogen compound metabolic process	0.05994
GO:0006310	DNA recombination	0.06016
GO:0070972	protein localization to endoplasmic reticulum	0.06115
GO:0007299	ovarian follicle cell-cell adhesion	0.06176
GO:0031175	neuron projection development	0.06257
GO:0051649	establishment of localization in cell	0.06366
GO:0090288	negative regulation of cellular response to growth factor stimulus	0.06403
GO:0072583	clathrin-dependent endocytosis	0.06418
GO:0035303	regulation of dephosphorylation	0.0648
GO:0048523	negative regulation of cellular process	0.06492
GO:0010468	regulation of gene expression	0.0654
GO:2001235	positive regulation of apoptotic signaling pathway	0.06593
GO:0050708	regulation of protein secretion	0.06612
GO:0070201	regulation of establishment of protein localization	0.06639
GO:0051452	intracellular pH reduction	0.06658
GO:0051453	regulation of intracellular pH	0.06658
GO:0030004	cellular monovalent inorganic cation homeostasis	0.06658
GO:0055067	monovalent inorganic cation homeostasis	0.06658
GO:0006885	regulation of pH	0.06658
GO:0030641	regulation of cellular pH	0.06658
GO:0045851	pH reduction	0.06658
GO:0007349	cellularization	0.06674
GO:0006810	transport	0.06762
GO:0007112	male meiosis cytokinesis	0.06989
GO:0019730	antimicrobial humoral response	0.07083
GO:0046890	regulation of lipid biosynthetic process	0.07141
GO:0055065	metal ion homeostasis	0.07238
GO:0036093	germ cell proliferation	0.07295
GO:0006835	dicarboxylic acid transport	0.07345
GO:0000380	alternative mRNA splicing; via spliceosome	0.07372
GO:0000381	regulation of alternative mRNA splicing; via spliceosome	0.07372
GO:0007281	germ cell development	0.07398
GO:0035074	pupation	0.07424
GO:0099643	signal release from synapse	0.07437
GO:0007269	neurotransmitter secretion	0.07437
GO:0006641	triglyceride metabolic process	0.07449
GO:2001233	regulation of apoptotic signaling pathway	0.07465
GO:0007444	imaginal disc development	0.07483
GO:0016183	synaptic vesicle coating	0.07512
GO:0030030	cell projection organization	0.07548
GO:0031326	regulation of cellular biosynthetic process	0.07578
GO:0009889	regulation of biosynthetic process	0.07578
GO:0007292	female gamete generation	0.07607
GO:0099531	presynaptic process involved in chemical synaptic transmission	0.0762
GO:0016320	endoplasmic reticulum membrane fusion	0.07649
GO:0007143	female meiotic division	0.0768
GO:0060249	anatomical structure homeostasis	0.0772
GO:0055070	copper ion homeostasis	0.07765
GO:2001251	negative regulation of chromosome organization	0.08163
GO:0006887	exocytosis	0.0818
GO:0042391	regulation of membrane potential	0.08243
GO:0042981	regulation of apoptotic process	0.08303
GO:0051261	protein depolymerization	0.08314
GO:0060627	regulation of vesicle-mediated transport	0.08318
GO:0003006	developmental process involved in reproduction	0.08389
GO:0072599	establishment of protein localization to endoplasmic reticulum	0.08466
GO:0045047	protein targeting to ER	0.08466
GO:0048519	negative regulation of biological process	0.08467
GO:0090383	phagosome acidification	0.08469
GO:0008343	adult feeding behavior	0.0848
GO:0033059	cellular pigmentation	0.08519
GO:0048753	pigment granule organization	0.08519
GO:0008057	eye pigment granule organization	0.08519
GO:0035285	appendage segmentation	0.08563
GO:0036011	imaginal disc-derived leg segmentation	0.08563
GO:0044801	single-organism membrane fusion	0.08668
GO:0008302	female germline ring canal formation; actin assembly	0.08703
GO:0051223	regulation of protein transport	0.08715
GO:0031114	regulation of microtubule depolymerization	0.08779
GO:0007019	microtubule depolymerization	0.08779
GO:1902850	microtubule cytoskeleton organization involved in mitosis	0.0878
GO:1903311	regulation of mRNA metabolic process	0.08794
GO:0032879	regulation of localization	0.08828
GO:0098586	cellular response to virus	0.08923
GO:0000387	spliceosomal snRNP assembly	0.09026
GO:0090207	regulation of triglyceride metabolic process	0.09036
GO:0060250	germ-line stem-cell niche homeostasis	0.09061
GO:0034314	Arp2/3 complex-mediated actin nucleation	0.0918
GO:0060070	canonical Wnt signaling pathway	0.09181
GO:0016579	protein deubiquitination	0.09278
GO:0008354	germ cell migration	0.09289
GO:0006826	iron ion transport	0.09373
GO:0031110	regulation of microtubule polymerization or depolymerization	0.09392
GO:0015813	L-glutamate transport	0.09436
GO:0015800	acidic amino acid transport	0.09436
GO:0019725	cellular homeostasis	0.09446
GO:0009892	negative regulation of metabolic process	0.09469
GO:0006900	membrane budding	0.09481
GO:0048284	organelle fusion	0.09496
GO:0071840	cellular component organization or biogenesis	0.09507
GO:0046503	glycerolipid catabolic process	0.09531
GO:0015711	organic anion transport	0.09589
GO:0061359	regulation of Wnt signaling pathway by Wnt protein secretion	0.09597
GO:0046596	regulation of viral entry into host cell	0.09672
GO:0046598	positive regulation of viral entry into host cell	0.09672
GO:0048468	cell development	0.09687
GO:0007220	Notch receptor processing	0.097
GO:0006665	sphingolipid metabolic process	0.09701
GO:0006839	mitochondrial transport	0.09741
GO:0048477	oogenesis	0.09795
GO:0045455	ecdysteroid metabolic process	0.09798
GO:0043241	protein complex disassembly	0.09845
GO:0008348	negative regulation of antimicrobial humoral response	0.09853
GO:0002921	negative regulation of humoral immune response	0.09853
GO:0032990	cell part morphogenesis	0.09873
GO:0006109	regulation of carbohydrate metabolic process	0.09895
GO:0051646	mitochondrion localization	0.09907
GO:0051704	multi-organism process	0.09973
GO:0032940	secretion by cell	0.09998
GO:0010259	multicellular organism aging	0.10066
GO:0007617	mating behavior	0.10148
GO:0030512	negative regulation of transforming growth factor beta receptor signaling pathway	0.10234
GO:1903845	negative regulation of cellular response to transforming growth factor beta stimulus	0.10234
GO:0016043	cellular component organization	0.1032
GO:0033036	macromolecule localization	0.10363
GO:0045168	cell-cell signaling involved in cell fate commitment	0.10381
GO:0046331	lateral inhibition	0.10381
GO:0008587	imaginal disc-derived wing margin morphogenesis	0.10488
GO:0000904	cell morphogenesis involved in differentiation	0.10523
GO:2001135	regulation of endocytic recycling	0.1053
GO:0015698	inorganic anion transport	0.10622
GO:0007031	peroxisome organization	0.10639
GO:0035151	regulation of tube size; open tracheal system	0.10724
GO:0009893	positive regulation of metabolic process	0.10791
GO:0006638	neutral lipid metabolic process	0.10824
GO:0006639	acylglycerol metabolic process	0.10824
GO:0036098	male germ-line stem cell population maintenance	0.10827
GO:2000112	regulation of cellular macromolecule biosynthetic process	0.10844
GO:0010556	regulation of macromolecule biosynthetic process	0.10844
GO:0010605	negative regulation of macromolecule metabolic process	0.10848
GO:0042446	hormone biosynthetic process	0.10888
GO:0050905	neuromuscular process	0.11026
GO:0007140	male meiosis	0.11074
GO:0019318	hexose metabolic process	0.11082
GO:0005996	monosaccharide metabolic process	0.11082
GO:0006662	glycerol ether metabolic process	0.1109
GO:0018904	ether metabolic process	0.1109
GO:0006879	cellular iron ion homeostasis	0.11097
GO:0006875	cellular metal ion homeostasis	0.111
GO:0007051	spindle organization	0.11168
GO:0006584	catecholamine metabolic process	0.11251
GO:0009712	catechol-containing compound metabolic process	0.11251
GO:0003002	regionalization	0.11268
GO:0061842	microtubule organizing center localization	0.11302
GO:0051642	centrosome localization	0.11302
GO:0032984	macromolecular complex disassembly	0.1133
GO:0007338	single fertilization	0.11355
GO:0006820	anion transport	0.11436
GO:0071705	nitrogen compound transport	0.11436
GO:0007619	courtship behavior	0.11489
GO:0048388	endosomal lumen acidification	0.11508
GO:0032844	regulation of homeostatic process	0.1155
GO:0045184	establishment of protein localization	0.11558
GO:0035295	tube development	0.11618
GO:0046907	intracellular transport	0.11716
GO:0060828	regulation of canonical Wnt signaling pathway	0.11779
GO:0007568	aging	0.1178
GO:0046427	positive regulation of JAK-STAT cascade	0.1178
GO:1904894	positive regulation of STAT cascade	0.1178
GO:0016348	imaginal disc-derived leg joint morphogenesis	0.11876
GO:0009895	negative regulation of catabolic process	0.11893
GO:0046903	secretion	0.12171
GO:0042051	compound eye photoreceptor development	0.12226
GO:0043525	positive regulation of neuron apoptotic process	0.12228
GO:0051938	L-glutamate import	0.12292
GO:0044341	sodium-dependent phosphate transport	0.12292
GO:0043092	L-amino acid import	0.12292
GO:0051445	regulation of meiotic cell cycle	0.12302
GO:1902578	single-organism localization	0.12554
GO:0007029	endoplasmic reticulum organization	0.1257
GO:0002790	peptide secretion	0.12627
GO:0007301	female germline ring canal formation	0.12631
GO:0030725	germline ring canal formation	0.12631
GO:0043063	intercellular bridge organization	0.12631
GO:0015031	protein transport	0.12643
GO:0051098	regulation of binding	0.12652
GO:0010256	endomembrane system organization	0.12661
GO:0051252	regulation of RNA metabolic process	0.12719
GO:0033301	cell cycle comprising mitosis without cytokinesis	0.12732
GO:0035186	syncytial blastoderm mitotic cell cycle	0.12732
GO:0015807	L-amino acid transport	0.12732
GO:0007293	germarium-derived egg chamber formation	0.12758
GO:0098657	import into cell	0.12794
GO:0007156	homophilic cell adhesion via plasma membrane adhesion molecules	0.12878
GO:0061355	Wnt protein secretion	0.12892
GO:0061356	regulation of Wnt protein secretion	0.12892
GO:0061357	positive regulation of Wnt protein secretion	0.12892
GO:0034389	lipid particle organization	0.12892
GO:0008340	determination of adult lifespan	0.12906
GO:0006354	DNA-templated transcription; elongation	0.12962
GO:0035282	segmentation	0.1318
GO:0046622	positive regulation of organ growth	0.13199
GO:0032784	regulation of DNA-templated transcription; elongation	0.13314
GO:0043065	positive regulation of apoptotic process	0.13316
GO:0007427	epithelial cell migration; open tracheal system	0.13327
GO:0010976	positive regulation of neuron projection development	0.13378
GO:0046889	positive regulation of lipid biosynthetic process	0.135
GO:0090208	positive regulation of triglyceride metabolic process	0.135
GO:0043244	regulation of protein complex disassembly	0.13503
GO:0030514	negative regulation of BMP signaling pathway	0.13562
GO:0006403	RNA localization	0.13578
GO:0010629	negative regulation of gene expression	0.13625
GO:0006277	DNA amplification	0.13634
GO:0007307	eggshell chorion gene amplification	0.13634
GO:0090136	epithelial cell-cell adhesion	0.13737
GO:0061025	membrane fusion	0.13762
GO:0070374	positive regulation of ERK1 and ERK2 cascade	0.13803
GO:0090174	organelle membrane fusion	0.13818
GO:0031935	regulation of chromatin silencing	0.13873
GO:0008049	male courtship behavior	0.13892
GO:0051049	regulation of transport	0.13929
GO:0031325	positive regulation of cellular metabolic process	0.13934
GO:0006901	vesicle coating	0.14104
GO:0060429	epithelium development	0.14211
GO:0070050	neuron cellular homeostasis	0.14334
GO:0046942	carboxylic acid transport	0.14388
GO:0015849	organic acid transport	0.14388
GO:0060810	intracellular mRNA localization involved in pattern specification process	0.14468
GO:0060179	male mating behavior	0.14525
GO:0048285	organelle fission	0.14534
GO:0044262	cellular carbohydrate metabolic process	0.14539
GO:0008089	anterograde axonal transport	0.14653
GO:0010639	negative regulation of organelle organization	0.14825
GO:0031324	negative regulation of cellular metabolic process	0.14832
GO:0042462	eye photoreceptor cell development	0.14852
GO:0046693	sperm storage	0.14895
GO:0007458	progression of morphogenetic furrow involved in compound eye morphogenesis	0.14895
GO:0060811	intracellular mRNA localization involved in anterior/posterior axis specification	0.14961
GO:2001044	regulation of integrin-mediated signaling pathway	0.15016
GO:2001046	positive regulation of integrin-mediated signaling pathway	0.15016
GO:0019538	protein metabolic process	0.15072
GO:0010604	positive regulation of macromolecule metabolic process	0.15111
GO:0045861	negative regulation of proteolysis	0.1512
GO:0006520	cellular amino acid metabolic process	0.15143
GO:0051101	regulation of DNA binding	0.15167
GO:0030100	regulation of endocytosis	0.15219
GO:0051260	protein homooligomerization	0.15232
GO:0009628	response to abiotic stimulus	0.1528
GO:0012501	programmed cell death	0.15297
GO:0007474	imaginal disc-derived wing vein specification	0.15308
GO:0035050	embryonic heart tube development	0.15308
GO:0042417	dopamine metabolic process	0.15384
GO:0007229	integrin-mediated signaling pathway	0.15412
GO:0030866	cortical actin cytoskeleton organization	0.15442
GO:0007126	meiotic nuclear division	0.15469
GO:0000280	nuclear division	0.15503
GO:0003008	system process	0.15584
GO:0033206	meiotic cytokinesis	0.15636
GO:0008104	protein localization	0.15663
GO:0044765	single-organism transport	0.15668
GO:0009952	anterior/posterior pattern specification	0.15678
GO:0007591	molting cycle; chitin-based cuticle	0.15699
GO:0042303	molting cycle	0.15699
GO:0048563	post-embryonic animal organ morphogenesis	0.1578
GO:0007560	imaginal disc morphogenesis	0.1578
GO:0051128	regulation of cellular component organization	0.15783
GO:0031346	positive regulation of cell projection organization	0.15792
GO:0050769	positive regulation of neurogenesis	0.15808
GO:0006451	translational readthrough	0.15816
GO:0042044	fluid transport	0.1584
GO:0043524	negative regulation of neuron apoptotic process	0.15844
GO:0051716	cellular response to stimulus	0.1599
GO:0045451	pole plasm oskar mRNA localization	0.15991
GO:0051179	localization	0.16036
GO:0006612	protein targeting to membrane	0.16113
GO:0008298	intracellular mRNA localization	0.1616
GO:0009612	response to mechanical stimulus	0.16187
GO:0007030	Golgi organization	0.16387
GO:0070838	divalent metal ion transport	0.16428
GO:0072511	divalent inorganic cation transport	0.16428
GO:0007052	mitotic spindle organization	0.16484
GO:0046425	regulation of JAK-STAT cascade	0.16504
GO:1904892	regulation of STAT cascade	0.16504
GO:2000377	regulation of reactive oxygen species metabolic process	0.16524
GO:0071684	organism emergence from protective structure	0.16537
GO:0051222	positive regulation of protein transport	0.16594
GO:1904951	positive regulation of establishment of protein localization	0.16594
GO:0019219	regulation of nucleobase-containing compound metabolic process	0.16625
GO:0035150	regulation of tube size	0.16696
GO:0055092	sterol homeostasis	0.16751
GO:2000736	regulation of stem cell differentiation	0.16824
GO:0055057	neuroblast division	0.16872
GO:0055059	asymmetric neuroblast division	0.16872
GO:0036445	neuronal stem cell division	0.16872
GO:0045815	positive regulation of gene expression; epigenetic	0.1708
GO:0048854	brain morphogenesis	0.17083
GO:0001709	cell fate determination	0.171
GO:0048589	developmental growth	0.17174
GO:0006817	phosphate ion transport	0.17176
GO:0044087	regulation of cellular component biogenesis	0.17243
GO:0035215	genital disc development	0.17296
GO:0006650	glycerophospholipid metabolic process	0.17296
GO:0016079	synaptic vesicle exocytosis	0.1736
GO:0017156	calcium ion regulated exocytosis	0.1736
GO:0033500	carbohydrate homeostasis	0.17378
GO:0007548	sex differentiation	0.17539
GO:0060341	regulation of cellular localization	0.17635
GO:0044771	meiotic cell cycle phase transition	0.17681
GO:0008315	meiotic G2/MI transition	0.17681
GO:0044723	single-organism carbohydrate metabolic process	0.17712
GO:0045666	positive regulation of neuron differentiation	0.17715
GO:0007409	axonogenesis	0.1774
GO:0017157	regulation of exocytosis	0.17779
GO:0042886	amide transport	0.17824
GO:0071702	organic substance transport	0.17955
GO:0048679	regulation of axon regeneration	0.17998
GO:0070570	regulation of neuron projection regeneration	0.17998
GO:0051048	negative regulation of secretion	0.17998
GO:1901879	regulation of protein depolymerization	0.18065
GO:0050804	modulation of synaptic transmission	0.18177
GO:0016191	synaptic vesicle uncoating	0.18207
GO:0072318	clathrin coat disassembly	0.18207
GO:0072319	vesicle uncoating	0.18207
GO:0070059	intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress	0.18235
GO:0016189	synaptic vesicle to endosome fusion	0.18312
GO:0099532	synaptic vesicle endosomal processing	0.18312
GO:0043112	receptor metabolic process	0.18338
GO:1903429	regulation of cell maturation	0.18355
GO:0030865	cortical cytoskeleton organization	0.18358
GO:0051172	negative regulation of nitrogen compound metabolic process	0.18434
GO:0007350	blastoderm segmentation	0.18498
GO:0007154	cell communication	0.18501
GO:0048227	plasma membrane to endosome transport	0.18522
GO:0034058	endosomal vesicle fusion	0.18522
GO:0030730	sequestering of triglyceride	0.18522
GO:0009566	fertilization	0.18563
GO:0048608	reproductive structure development	0.18579
GO:0061458	reproductive system development	0.18579
GO:0006368	transcription elongation from RNA polymerase II promoter	0.18595
GO:0010508	positive regulation of autophagy	0.188
GO:0009948	anterior/posterior axis specification	0.18826
GO:0000724	double-strand break repair via homologous recombination	0.1884
GO:0000725	recombinational repair	0.1884
GO:0032008	positive regulation of TOR signaling	0.18862
GO:0048259	regulation of receptor-mediated endocytosis	0.18883
GO:0019094	pole plasm mRNA localization	0.18947
GO:0042675	compound eye cone cell differentiation	0.18988
GO:0061564	axon development	0.19069
GO:0006415	translational termination	0.19101
GO:0042908	xenobiotic transport	0.19102
GO:0035385	Roundabout signaling pathway	0.19248
GO:0097696	STAT cascade	0.19303
GO:0007259	JAK-STAT cascade	0.19303
GO:1905879	regulation of oogenesis	0.19311
GO:0033227	dsRNA transport	0.19347
GO:0001964	startle response	0.19362
GO:0000902	cell morphogenesis	0.19396
GO:0042181	ketone biosynthetic process	0.19404
GO:0034249	negative regulation of cellular amide metabolic process	0.19404
GO:1903532	positive regulation of secretion by cell	0.19531
GO:0008595	anterior/posterior axis specification; embryo	0.19536
GO:0007351	tripartite regional subdivision	0.19536
GO:0005975	carbohydrate metabolic process	0.19682
GO:0043067	regulation of programmed cell death	0.1969
GO:0045196	establishment or maintenance of neuroblast polarity	0.19702
GO:0031328	positive regulation of cellular biosynthetic process	0.19806
GO:0009891	positive regulation of biosynthetic process	0.19806
GO:0006625	protein targeting to peroxisome	0.19846
GO:0016558	protein import into peroxisome matrix	0.19846
GO:0043574	peroxisomal transport	0.19846
GO:0072662	protein localization to peroxisome	0.19846
GO:0072663	establishment of protein localization to peroxisome	0.19846
GO:0021700	developmental maturation	0.19848
GO:0010608	posttranscriptional regulation of gene expression	0.19855
GO:0043277	apoptotic cell clearance	0.19871
GO:0030307	positive regulation of cell growth	0.19896
GO:1902882	regulation of response to oxidative stress	0.19937
GO:1900073	regulation of neuromuscular synaptic transmission	0.19963
GO:1904377	positive regulation of protein localization to cell periphery	0.20088
GO:1903078	positive regulation of protein localization to plasma membrane	0.20088
GO:1905477	positive regulation of protein localization to membrane	0.20088
GO:0009888	tissue development	0.20094
GO:0006613	cotranslational protein targeting to membrane	0.20122
GO:0006614	SRP-dependent cotranslational protein targeting to membrane	0.20122
GO:1901216	positive regulation of neuron death	0.2015
GO:0006903	vesicle targeting	0.20175
GO:0045055	regulated exocytosis	0.2021
GO:0031327	negative regulation of cellular biosynthetic process	0.20236
GO:0009890	negative regulation of biosynthetic process	0.20236
GO:0051236	establishment of RNA localization	0.20304
GO:0015931	nucleobase-containing compound transport	0.20304
GO:0031123	RNA 3'-end processing	0.20357
GO:0071806	protein transmembrane transport	0.20376
GO:0065002	intracellular protein transmembrane transport	0.20376
GO:1904580	regulation of intracellular mRNA localization	0.20404
GO:0007317	regulation of pole plasm oskar mRNA localization	0.20404
GO:0060281	regulation of oocyte development	0.20404
GO:1902875	regulation of embryonic pattern specification	0.20404
GO:0048103	somatic stem cell division	0.20408
GO:0061024	membrane organization	0.20482
GO:0001514	selenocysteine incorporation	0.20598
GO:0045785	positive regulation of cell adhesion	0.20614
GO:0046528	imaginal disc fusion	0.20646
GO:0046529	imaginal disc fusion; thorax closure	0.20646
GO:0042461	photoreceptor cell development	0.20749
GO:0007498	mesoderm development	0.20753
GO:0046579	positive regulation of Ras protein signal transduction	0.20793
GO:0051057	positive regulation of small GTPase mediated signal transduction	0.20793
GO:0070371	ERK1 and ERK2 cascade	0.20793
GO:0070372	regulation of ERK1 and ERK2 cascade	0.20793
GO:0051225	spindle assembly	0.20794
GO:0090306	spindle assembly involved in meiosis	0.20829
GO:0017015	regulation of transforming growth factor beta receptor signaling pathway	0.20865
GO:1903844	regulation of cellular response to transforming growth factor beta stimulus	0.20865
GO:0048863	stem cell differentiation	0.20928
GO:0046686	response to cadmium ion	0.20984
GO:0098609	cell-cell adhesion	0.21084
GO:0006417	regulation of translation	0.21113
GO:0016192	vesicle-mediated transport	0.21123
GO:0015696	ammonium transport	0.2114
GO:0009064	glutamine family amino acid metabolic process	0.21176
