### Overlap of enriched GO-terms in each sex-asex comparison when mapped to different species transcriptomes
# Intersections	= species pairs compared = Tbi = T. bartmani - T. tahoe; Tce = T. cristinae - T. monikensis; Tps = T. poppensis - T. douglasi; Tcm = T. californicum - T. shepardi; Tpa = T. podura - T. genevievae
# Degree = number of sets overlapping	
# Observed.Overlap = observed overlap between sets	
# Expected.Overlap = expected overlap between sets
# FE = fisher exact test
# FDR_BH = FDR
# map_sp = species used for mapping. Tbi = T. bartmani, Tce = T. cristinae, Tps = T. poppensis, Tcm = T. californicum, Tpa = T. podura, Tte = T. tahoe, Tms = T. monikensis, Tdi = T. douglasi, Tsi = T. shepardi, and Tge = T. genevievae.
# Tissue = Tissue used. WB = whole-body, RT = reproductive tract, LG = Legs
Intersections	degree	Observed.Overlap	Expected.Overlap	FE	FDR_BH	map_sp	Tissue
Tbi	1	125	NA	NA	NA	Tbi	WB
Tbi	1	122	NA	NA	NA	Tte	WB
Tbi	1	145	NA	NA	NA	Tce	WB
Tbi	1	146	NA	NA	NA	Tms	WB
Tbi	1	130	NA	NA	NA	Tcm	WB
Tbi	1	117	NA	NA	NA	Tsi	WB
Tbi	1	149	NA	NA	NA	Tps	WB
Tbi	1	113	NA	NA	NA	Tdi	WB
Tbi	1	145	NA	NA	NA	Tpa	WB
Tbi	1	134	NA	NA	NA	Tge	WB
Tce	1	105	NA	NA	NA	Tbi	WB
Tce	1	101	NA	NA	NA	Tte	WB
Tce	1	117	NA	NA	NA	Tce	WB
Tce	1	136	NA	NA	NA	Tms	WB
Tce	1	109	NA	NA	NA	Tcm	WB
Tce	1	100	NA	NA	NA	Tsi	WB
Tce	1	90	NA	NA	NA	Tps	WB
Tce	1	84	NA	NA	NA	Tdi	WB
Tce	1	113	NA	NA	NA	Tpa	WB
Tce	1	98	NA	NA	NA	Tge	WB
Tcm	1	112	NA	NA	NA	Tbi	WB
Tcm	1	87	NA	NA	NA	Tte	WB
Tcm	1	113	NA	NA	NA	Tce	WB
Tcm	1	158	NA	NA	NA	Tms	WB
Tcm	1	146	NA	NA	NA	Tcm	WB
Tcm	1	147	NA	NA	NA	Tsi	WB
Tcm	1	116	NA	NA	NA	Tps	WB
Tcm	1	134	NA	NA	NA	Tdi	WB
Tcm	1	81	NA	NA	NA	Tpa	WB
Tcm	1	84	NA	NA	NA	Tge	WB
Tpa	1	145	NA	NA	NA	Tbi	WB
Tpa	1	173	NA	NA	NA	Tte	WB
Tpa	1	144	NA	NA	NA	Tce	WB
Tpa	1	149	NA	NA	NA	Tms	WB
Tpa	1	167	NA	NA	NA	Tcm	WB
Tpa	1	149	NA	NA	NA	Tsi	WB
Tpa	1	128	NA	NA	NA	Tps	WB
Tpa	1	136	NA	NA	NA	Tdi	WB
Tpa	1	132	NA	NA	NA	Tpa	WB
Tpa	1	108	NA	NA	NA	Tge	WB
Tps	1	210	NA	NA	NA	Tbi	WB
Tps	1	230	NA	NA	NA	Tte	WB
Tps	1	406	NA	NA	NA	Tce	WB
Tps	1	375	NA	NA	NA	Tms	WB
Tps	1	345	NA	NA	NA	Tcm	WB
Tps	1	311	NA	NA	NA	Tsi	WB
Tps	1	218	NA	NA	NA	Tps	WB
Tps	1	209	NA	NA	NA	Tdi	WB
Tps	1	358	NA	NA	NA	Tpa	WB
Tps	1	383	NA	NA	NA	Tge	WB
Tbi_&_Tce	2	7	3.316068722	2.110933333	0.202815795	Tbi	WB
Tbi_&_Tce	2	5	3.105342742	1.610128226	0.515241954	Tte	WB
Tbi_&_Tce	2	5	4.261492087	1.173297966	1	Tce	WB
Tbi_&_Tce	2	4	4.991452991	0.801369863	1	Tms	WB
Tbi_&_Tce	2	3	3.594622019	0.834580099	1	Tcm	WB
Tbi_&_Tce	2	2	2.97029703	0.673333333	1	Tsi	WB
Tbi_&_Tce	2	2	3.408744281	0.586726324	1	Tps	WB
Tbi_&_Tce	2	2	2.413424867	0.828697851	1	Tdi	WB
Tbi_&_Tce	2	1	4.120975855	0.24266097	1	Tpa	WB
Tbi_&_Tce	2	4	3.301986422	1.211392019	1	Tge	WB
Tbi_&_Tcm	2	4	3.53713997	1.130857143	1	Tbi	WB
Tbi_&_Tcm	2	3	2.674899194	1.121537592	1	Tte	WB
Tbi_&_Tcm	2	6	4.11580005	1.457796765	0.848214819	Tce	WB
Tbi_&_Tcm	2	7	5.798893917	1.207126756	1	Tms	WB
Tbi_&_Tcm	2	11	4.814814815	2.284615385	0.052635267	Tcm	WB
Tbi_&_Tcm	2	10	4.366336634	2.290249433	0.097262526	Tsi	WB
Tbi_&_Tcm	2	6	4.393492628	1.365656098	1	Tps	WB
Tbi_&_Tcm	2	6	3.849987287	1.558446705	0.806977106	Tdi	WB
Tbi_&_Tcm	2	7	2.953973843	2.369689229	0.213668626	Tpa	WB
Tbi_&_Tcm	2	5	2.830274076	1.766613362	1	Tge	WB
Tbi_&_Tpa	2	3	4.579332996	0.655117241	1	Tbi	WB
Tbi_&_Tpa	2	11	5.319052419	2.068037525	0.085159038	Tte	WB
Tbi_&_Tpa	2	16	5.244913338	3.050574713	0.000680362	Tce	WB
Tbi_&_Tpa	2	4	5.468577174	0.731451687	1	Tms	WB
Tbi_&_Tpa	2	3	5.507356672	0.544725933	1	Tcm	WB
Tbi_&_Tpa	2	1	4.425742574	0.225950783	1	Tsi	WB
Tbi_&_Tpa	2	1	4.847991866	0.206270973	1	Tps	WB
Tbi_&_Tpa	2	2	3.907449784	0.51184279	1	Tdi	WB
Tbi_&_Tpa	2	5	4.8138833	1.038662487	1	Tpa	WB
Tbi_&_Tpa	2	1	3.638923812	0.274806523	1	Tge	WB
Tbi_&_Tps	2	6	6.632137443	0.904685714	1	Tbi	WB
Tbi_&_Tps	2	6	7.071572581	0.848467569	1	Tte	WB
Tbi_&_Tps	2	5	14.78774177	0.338117887	1	Tce	WB
Tbi_&_Tps	2	4	13.76319759	0.290630137	1	Tms	WB
Tbi_&_Tps	2	15	11.37747336	1.318394649	0.599313147	Tcm	WB
Tbi_&_Tps	2	12	9.237623762	1.29903537	0.910732316	Tsi	WB
Tbi_&_Tps	2	10	8.256736146	1.211132319	1	Tps	WB
Tbi_&_Tps	2	4	6.004830918	0.66613033	1	Tdi	WB
Tbi_&_Tps	2	9	13.05583501	0.689346947	1	Tpa	WB
Tbi_&_Tps	2	1	12.90470204	0.077491134	1	Tge	WB
Tce_&_Tcm	2	12	2.971197575	4.03877551	0.000405458	Tbi	WB
Tce_&_Tcm	2	8	2.214465726	3.612609537	0.018021667	Tte	WB
Tce_&_Tcm	2	7	3.321024868	2.107783072	0.245207517	Tce	WB
Tce_&_Tcm	2	4	5.401709402	0.740506329	1	Tms	WB
Tce_&_Tcm	2	7	4.037037037	1.733944954	0.466491605	Tcm	WB
Tce_&_Tcm	2	5	3.731911653	1.339795918	1	Tsi	WB
Tce_&_Tcm	2	14	2.653787494	5.275478927	6.11E-06	Tps	WB
Tce_&_Tcm	2	11	2.861937452	3.843550107	0.000914269	Tdi	WB
Tce_&_Tcm	2	6	2.302062374	2.606358571	0.213668626	Tpa	WB
Tce_&_Tcm	2	2	2.069901936	0.966229349	1	Tge	WB
Tce_&_Tpa	2	9	3.846639717	2.339704433	0.072501248	Tbi	WB
Tce_&_Tpa	2	9	4.403477823	2.043839066	0.133026331	Tte	WB
Tce_&_Tpa	2	10	4.232102487	2.362891738	0.059203601	Tce	WB
Tce_&_Tpa	2	9	5.094017094	1.766778523	0.610574822	Tms	WB
Tce_&_Tpa	2	8	4.617706748	1.732461682	0.463437402	Tcm	WB
Tce_&_Tpa	2	7	3.782685961	1.850536913	0.537341418	Tsi	WB
Tce_&_Tpa	2	10	2.928317234	3.414930556	0.003808477	Tps	WB
Tce_&_Tpa	2	8	2.904652937	2.754201681	0.051460081	Tdi	WB
Tce_&_Tpa	2	8	3.751509054	2.132475194	0.213668626	Tpa	WB
Tce_&_Tpa	2	7	2.661302489	2.630291005	0.42400061	Tge	WB
Tce_&_Tps	2	2	5.570995452	0.359002268	1	Tbi	WB
Tce_&_Tps	2	3	5.854334677	0.512440809	1	Tte	WB
Tce_&_Tps	2	9	11.93217784	0.754262978	1	Tce	WB
Tce_&_Tps	2	16	12.82051282	1.248	1	Tms	WB
Tce_&_Tps	2	12	9.53957382	1.25791783	0.700353572	Tcm	WB
Tce_&_Tps	2	4	7.895404925	0.506623794	1	Tsi	WB
Tce_&_Tps	2	3	4.98729029	0.601529052	1	Tps	WB
Tce_&_Tps	2	1	4.463768116	0.224025974	1	Tdi	WB
Tce_&_Tps	2	5	10.17454728	0.491422356	1	Tpa	WB
Tce_&_Tps	2	4	9.437767161	0.423829062	1	Tge	WB
Tcm_&_Tpa	2	16	4.103082365	3.899507389	5.55E-05	Tbi	WB
Tcm_&_Tpa	2	14	3.793094758	3.690917547	0.000458696	Tte	WB
Tcm_&_Tpa	2	12	4.087415222	2.935840708	0.005839059	Tce	WB
Tcm_&_Tpa	2	10	5.918049271	1.689745986	0.610574822	Tms	WB
Tcm_&_Tpa	2	34	6.185185185	5.497005988	7.52E-16	Tcm	WB
Tcm_&_Tpa	2	13	5.560548363	2.337898918	0.043424733	Tsi	WB
Tcm_&_Tpa	2	15	3.774275547	3.974272629	4.69E-05	Tps	WB
Tcm_&_Tpa	2	19	4.633613018	4.100471905	2.48E-06	Tdi	WB
Tcm_&_Tpa	2	3	2.689134809	1.115600449	1	Tpa	WB
Tcm_&_Tpa	2	2	2.281116419	0.876763668	1	Tge	WB
Tcm_&_Tps	2	1	5.942395149	0.168282313	1	Tbi	WB
Tcm_&_Tps	2	2	5.042842742	0.396601699	1	Tte	WB
Tcm_&_Tps	2	0	11.52424014	0	1	Tce	WB
Tcm_&_Tps	2	24	14.89441931	1.611341772	0.307767769	Tms	WB
Tcm_&_Tps	2	23	12.77777778	1.8	0.030945278	Tcm	WB
Tcm_&_Tps	2	16	11.60624524	1.378568148	0.598668417	Tsi	WB
Tcm_&_Tps	2	2	6.42806304	0.311135717	1	Tps	WB
Tcm_&_Tps	2	5	7.120772947	0.702170963	1	Tdi	WB
Tcm_&_Tps	2	1	7.293259557	0.137112904	1	Tpa	WB
Tcm_&_Tps	2	3	8.08951471	0.370850429	1	Tge	WB
Tpa_&_Tps	2	18	7.693279434	2.339704433	0.003557151	Tbi	WB
Tpa_&_Tps	2	20	10.02772177	1.994470973	0.018021667	Tte	WB
Tpa_&_Tps	2	3	14.68575735	0.204279557	1	Tce	WB
Tpa_&_Tps	2	9	14.04600302	0.640751678	1	Tms	WB
Tpa_&_Tps	2	8	14.61567732	0.547357459	1	Tcm	WB
Tpa_&_Tps	2	6	11.76415334	0.510023954	1	Tsi	WB
Tpa_&_Tps	2	16	7.093035079	2.255733945	0.008527004	Tps	WB
Tpa_&_Tps	2	12	7.22705314	1.660427807	0.290050883	Tdi	WB
Tpa_&_Tps	2	13	11.88531187	1.093787032	1	Tpa	WB
Tpa_&_Tps	2	6	10.40080463	0.576878445	1	Tge	WB
Tbi_&_Tce_&_Tcm	3	1	0.093835194	10.65698231	0.333062016	Tbi	WB
Tbi_&_Tce_&_Tcm	3	1	0.068085892	14.68733058	0.244705556	Tte	WB
Tbi_&_Tce_&_Tcm	3	0	0.12096172	0	1	Tce	WB
Tbi_&_Tce_&_Tcm	3	0	0.198252783	0	1	Tms	WB
Tbi_&_Tce_&_Tcm	3	0	0.133134149	0	1	Tcm	WB
Tbi_&_Tce_&_Tcm	3	0	0.110848861	0	1	Tsi	WB
Tbi_&_Tce_&_Tcm	3	0	0.100512033	0	1	Tps	WB
Tbi_&_Tce_&_Tcm	3	0	0.082227036	0	1	Tdi	WB
Tbi_&_Tce_&_Tcm	3	1	0.083953482	11.91135825	0.347390381	Tpa	WB
Tbi_&_Tce_&_Tcm	3	0	0.069742736	0	1	Tge	WB
Tbi_&_Tce_&_Tpa	3	0	0.121483063	0	1	Tbi	WB
Tbi_&_Tce_&_Tpa	3	1	0.135389187	7.38611422	0.412133359	Tte	WB
Tbi_&_Tce_&_Tpa	3	0	0.154145908	0	1	Tce	WB
Tbi_&_Tce_&_Tpa	3	0	0.186959903	0	1	Tms	WB
Tbi_&_Tce_&_Tpa	3	0	0.152283581	0	1	Tcm	WB
Tbi_&_Tce_&_Tpa	3	0	0.112357009	0	1	Tsi	WB
Tbi_&_Tce_&_Tpa	3	0	0.110909829	0	1	Tps	WB
Tbi_&_Tce_&_Tpa	3	0	0.083454305	0	1	Tdi	WB
Tbi_&_Tce_&_Tpa	3	1	0.136813082	7.309242563	0.41616944	Tpa	WB
Tbi_&_Tce_&_Tpa	3	0	0.089669231	0	1	Tge	WB
Tbi_&_Tce_&_Tps	3	0	0.175940988	0	1	Tbi	WB
Tbi_&_Tce_&_Tps	3	0	0.179997185	0	1	Tte	WB
Tbi_&_Tce_&_Tps	3	0	0.434605825	0	1	Tce	WB
Tbi_&_Tce_&_Tps	3	0	0.47053667	0	1	Tms	WB
Tbi_&_Tce_&_Tps	3	0	0.314597818	0	1	Tcm	WB
Tbi_&_Tce_&_Tps	3	0	0.234516978	0	1	Tsi	WB
Tbi_&_Tce_&_Tps	3	0	0.188893303	0	1	Tps	WB
Tbi_&_Tce_&_Tps	3	0	0.128249631	0	1	Tdi	WB
Tbi_&_Tce_&_Tps	3	0	0.371053661	0	1	Tpa	WB
Tbi_&_Tce_&_Tps	3	0	0.317993663	0	1	Tge	WB
Tbi_&_Tcm_&_Tpa	3	0	0.129581934	0	1	Tbi	WB
Tbi_&_Tcm_&_Tpa	3	0	0.116622369	0	1	Tte	WB
Tbi_&_Tcm_&_Tpa	3	1	0.148875963	6.717001068	0.60031814	Tce	WB
Tbi_&_Tcm_&_Tpa	3	0	0.217203417	0	1	Tms	WB
Tbi_&_Tcm_&_Tpa	3	1	0.203976173	4.902533395	0.600784647	Tcm	WB
Tbi_&_Tcm_&_Tpa	3	0	0.165164803	0	1	Tsi	WB
Tbi_&_Tcm_&_Tpa	3	0	0.142950446	0	1	Tps	WB
Tbi_&_Tcm_&_Tpa	3	0	0.133129487	0	1	Tdi	WB
Tbi_&_Tcm_&_Tpa	3	1	0.098069554	10.19684456	0.347390381	Tpa	WB
Tbi_&_Tcm_&_Tpa	3	0	0.076859341	0	1	Tge	WB
Tbi_&_Tcm_&_Tps	3	0	0.187670387	0	1	Tbi	WB
Tbi_&_Tcm_&_Tps	3	0	0.15504708	0	1	Tte	WB
Tbi_&_Tcm_&_Tps	3	0	0.419747506	0	1	Tce	WB
Tbi_&_Tcm_&_Tps	3	0	0.546652896	0	1	Tms	WB
Tbi_&_Tcm_&_Tps	3	6	0.421387902	14.23866221	5.65E-05	Tcm	WB
Tbi_&_Tcm_&_Tps	3	4	0.344739958	11.60294857	0.01062429	Tsi	WB
Tbi_&_Tcm_&_Tps	3	0	0.243462479	0	1	Tps	WB
Tbi_&_Tcm_&_Tps	3	0	0.204588696	0	1	Tdi	WB
Tbi_&_Tcm_&_Tps	3	0	0.265976518	0	1	Tpa	WB
Tbi_&_Tcm_&_Tps	3	0	0.272565997	0	1	Tge	WB
Tbi_&_Tpa_&_Tps	3	1	0.242966127	4.115800066	0.702468932	Tbi	WB
Tbi_&_Tpa_&_Tps	3	0	0.30831201	0	1	Tte	WB
Tbi_&_Tpa_&_Tps	3	0	0.534899476	0	1	Tce	WB
Tbi_&_Tpa_&_Tps	3	0	0.51551444	0	1	Tms	WB
Tbi_&_Tpa_&_Tps	3	0	0.481998491	0	1	Tcm	WB
Tbi_&_Tpa_&_Tps	3	0	0.349430297	0	1	Tsi	WB
Tbi_&_Tpa_&_Tps	3	0	0.268648253	0	1	Tps	WB
Tbi_&_Tpa_&_Tps	3	0	0.207642259	0	1	Tdi	WB
Tbi_&_Tpa_&_Tps	3	0	0.433443215	0	1	Tpa	WB
Tbi_&_Tpa_&_Tps	3	0	0.350441996	0	1	Tge	WB
Tce_&_Tcm_&_Tpa	3	3	0.108848825	27.56116115	0.001602284	Tbi	WB
Tce_&_Tcm_&_Tpa	3	2	0.096548027	20.71507896	0.027753584	Tte	WB
Tce_&_Tcm_&_Tpa	3	4	0.120127501	33.29795401	0.000178956	Tce	WB
Tce_&_Tcm_&_Tpa	3	1	0.202326471	4.942507009	1	Tms	WB
Tce_&_Tcm_&_Tpa	3	0	0.171026176	0	1	Tcm	WB
Tce_&_Tcm_&_Tpa	3	0	0.141166498	0	1	Tsi	WB
Tce_&_Tcm_&_Tpa	3	3	0.086345907	34.7439745	0.000807316	Tps	WB
Tce_&_Tcm_&_Tpa	3	4	0.098963512	40.41893735	4.13E-05	Tdi	WB
Tce_&_Tcm_&_Tpa	3	1	0.076426618	13.08444656	0.347390381	Tpa	WB
Tce_&_Tcm_&_Tpa	3	0	0.056210563	0	1	Tge	WB
Tce_&_Tcm_&_Tps	3	0	0.157643125	0	1	Tbi	WB
Tce_&_Tcm_&_Tps	3	0	0.128358648	0	1	Tte	WB
Tce_&_Tcm_&_Tps	3	0	0.338692815	0	1	Tce	WB
Tce_&_Tcm_&_Tps	3	0	0.509210916	0	1	Tms	WB
Tce_&_Tcm_&_Tps	3	0	0.353317549	0	1	Tcm	WB
Tce_&_Tcm_&_Tps	3	1	0.294649536	3.393862458	0.950253358	Tsi	WB
Tce_&_Tcm_&_Tps	3	1	0.147057873	6.800043938	0.593568105	Tps	WB
Tce_&_Tcm_&_Tps	3	0	0.152083633	0	1	Tdi	WB
Tce_&_Tcm_&_Tps	3	0	0.207278252	0	1	Tpa	WB
Tce_&_Tcm_&_Tps	3	0	0.199339311	0	1	Tge	WB
Tce_&_Tpa_&_Tps	3	0	0.204091546	0	1	Tbi	WB
Tce_&_Tpa_&_Tps	3	0	0.25524191	0	1	Tte	WB
Tce_&_Tpa_&_Tps	3	0	0.431608543	0	1	Tce	WB
Tce_&_Tpa_&_Tps	3	0	0.480205231	0	1	Tms	WB
Tce_&_Tpa_&_Tps	3	0	0.404137196	0	1	Tcm	WB
Tce_&_Tpa_&_Tps	3	0	0.298658374	0	1	Tsi	WB
Tce_&_Tpa_&_Tps	3	0	0.162270757	0	1	Tps	WB
Tce_&_Tpa_&_Tps	3	0	0.154353538	0	1	Tdi	WB
Tce_&_Tpa_&_Tps	3	0	0.337786781	0	1	Tpa	WB
Tce_&_Tpa_&_Tps	3	0	0.2562934	0	1	Tge	WB
Tcm_&_Tpa_&_Tps	3	0	0.217697649	0	1	Tbi	WB
Tcm_&_Tpa_&_Tps	3	1	0.219861843	4.548310816	0.515241954	Tte	WB
Tcm_&_Tpa_&_Tps	3	0	0.416852695	0	1	Tce	WB
Tcm_&_Tpa_&_Tps	3	1	0.557885489	1.792482542	1	Tms	WB
Tcm_&_Tpa_&_Tps	3	0	0.541321382	0	1	Tcm	WB
Tcm_&_Tpa_&_Tps	3	0	0.439027809	0	1	Tsi	WB
Tcm_&_Tpa_&_Tps	3	0	0.209148975	0	1	Tps	WB
Tcm_&_Tpa_&_Tps	3	0	0.246230643	0	1	Tdi	WB
Tcm_&_Tpa_&_Tps	3	0	0.242130347	0	1	Tpa	WB
Tcm_&_Tpa_&_Tps	3	0	0.219680057	0	1	Tge	WB
Tbi_&_Tce_&_Tcm_&_Tpa	4	0	0.003437621	0	1	Tbi	WB
Tbi_&_Tce_&_Tcm_&_Tpa	4	0	0.002968463	0	1	Tte	WB
Tbi_&_Tce_&_Tcm_&_Tpa	4	0	0.004375405	0	1	Tce	WB
Tbi_&_Tce_&_Tcm_&_Tpa	4	0	0.007425758	0	1	Tms	WB
Tbi_&_Tce_&_Tcm_&_Tpa	4	0	0.005640133	0	1	Tcm	WB
Tbi_&_Tce_&_Tcm_&_Tpa	4	0	0.004193064	0	1	Tsi	WB
Tbi_&_Tce_&_Tcm_&_Tpa	4	0	0.003270346	0	1	Tps	WB
Tbi_&_Tce_&_Tcm_&_Tpa	4	0	0.002843345	0	1	Tdi	WB
Tbi_&_Tce_&_Tcm_&_Tpa	4	1	0.002787188	358.7845485	0.072369465	Tpa	WB
Tbi_&_Tce_&_Tcm_&_Tpa	4	0	0.001893944	0	1	Tge	WB
Tbi_&_Tce_&_Tcm_&_Tps	4	0	0.004978623	0	1	Tbi	WB
Tbi_&_Tce_&_Tcm_&_Tps	4	0	0.003946511	0	1	Tte	WB
Tbi_&_Tce_&_Tcm_&_Tps	4	0	0.012336212	0	1	Tce	WB
Tbi_&_Tce_&_Tcm_&_Tps	4	0	0.018688988	0	1	Tms	WB
Tbi_&_Tce_&_Tcm_&_Tps	4	0	0.011651771	0	1	Tcm	WB
Tbi_&_Tce_&_Tcm_&_Tps	4	0	0.008751966	0	1	Tsi	WB
Tbi_&_Tce_&_Tcm_&_Tps	4	0	0.005569808	0	1	Tps	WB
Tbi_&_Tce_&_Tcm_&_Tps	4	0	0.004369553	0	1	Tdi	WB
Tbi_&_Tce_&_Tcm_&_Tps	4	0	0.007559192	0	1	Tpa	WB
Tbi_&_Tce_&_Tcm_&_Tps	4	0	0.006716487	0	1	Tge	WB
Tbi_&_Tce_&_Tpa_&_Tps	4	0	0.006445539	0	1	Tbi	WB
Tbi_&_Tce_&_Tpa_&_Tps	4	0	0.00784766	0	1	Tte	WB
Tbi_&_Tce_&_Tpa_&_Tps	4	0	0.015720482	0	1	Tce	WB
Tbi_&_Tce_&_Tpa_&_Tps	4	0	0.017624425	0	1	Tms	WB
Tbi_&_Tce_&_Tpa_&_Tps	4	0	0.013327711	0	1	Tcm	WB
Tbi_&_Tce_&_Tpa_&_Tps	4	0	0.008871041	0	1	Tsi	WB
Tbi_&_Tce_&_Tpa_&_Tps	4	0	0.006145995	0	1	Tps	WB
Tbi_&_Tce_&_Tpa_&_Tps	4	0	0.00443477	0	1	Tdi	WB
Tbi_&_Tce_&_Tpa_&_Tps	4	0	0.012318683	0	1	Tpa	WB
Tbi_&_Tce_&_Tpa_&_Tps	4	0	0.008635483	0	1	Tge	WB
Tbi_&_Tcm_&_Tpa_&_Tps	4	0	0.006875242	0	1	Tbi	WB
Tbi_&_Tcm_&_Tpa_&_Tps	4	0	0.006759865	0	1	Tte	WB
Tbi_&_Tcm_&_Tpa_&_Tps	4	0	0.01518303	0	1	Tce	WB
Tbi_&_Tcm_&_Tpa_&_Tps	4	0	0.020475435	0	1	Tms	WB
Tbi_&_Tcm_&_Tpa_&_Tps	4	0	0.017851796	0	1	Tcm	WB
Tbi_&_Tcm_&_Tpa_&_Tps	4	0	0.01304043	0	1	Tsi	WB
Tbi_&_Tcm_&_Tpa_&_Tps	4	0	0.007921504	0	1	Tps	WB
Tbi_&_Tcm_&_Tpa_&_Tps	4	0	0.007074514	0	1	Tdi	WB
Tbi_&_Tcm_&_Tpa_&_Tps	4	0	0.008830206	0	1	Tpa	WB
Tbi_&_Tcm_&_Tpa_&_Tps	4	0	0.007401843	0	1	Tge	WB
Tce_&_Tcm_&_Tpa_&_Tps	4	0	0.005775203	0	1	Tbi	WB
Tce_&_Tcm_&_Tpa_&_Tps	4	0	0.005596282	0	1	Tte	WB
Tce_&_Tcm_&_Tpa_&_Tps	4	0	0.012251134	0	1	Tce	WB
Tce_&_Tcm_&_Tpa_&_Tps	4	0	0.019073008	0	1	Tms	WB
Tce_&_Tcm_&_Tpa_&_Tps	4	0	0.014968044	0	1	Tcm	WB
Tce_&_Tcm_&_Tpa_&_Tps	4	0	0.011145667	0	1	Tsi	WB
Tce_&_Tcm_&_Tpa_&_Tps	4	0	0.004784801	0	1	Tps	WB
Tce_&_Tcm_&_Tpa_&_Tps	4	0	0.005258931	0	1	Tdi	WB
Tce_&_Tcm_&_Tpa_&_Tps	4	0	0.006881471	0	1	Tpa	WB
Tce_&_Tcm_&_Tpa_&_Tps	4	0	0.005413288	0	1	Tge	WB
Tbi_&_Tce_&_Tcm_&_Tpa_&_Tps	5	0	0.00018239	0	1	Tbi	WB
Tbi_&_Tce_&_Tcm_&_Tpa_&_Tps	5	0	0.000172063	0	1	Tte	WB
Tbi_&_Tce_&_Tcm_&_Tpa_&_Tps	5	0	0.000446223	0	1	Tce	WB
Tbi_&_Tce_&_Tcm_&_Tpa_&_Tps	5	0	0.000700015	0	1	Tms	WB
Tbi_&_Tce_&_Tcm_&_Tpa_&_Tps	5	0	0.000493619	0	1	Tcm	WB
Tbi_&_Tce_&_Tcm_&_Tpa_&_Tps	5	0	0.000331059	0	1	Tsi	WB
Tbi_&_Tce_&_Tcm_&_Tpa_&_Tps	5	0	0.000181224	0	1	Tps	WB
Tbi_&_Tce_&_Tcm_&_Tpa_&_Tps	5	0	0.000151096	0	1	Tdi	WB
Tbi_&_Tce_&_Tcm_&_Tpa_&_Tps	5	0	0.000250959	0	1	Tpa	WB
Tbi_&_Tce_&_Tcm_&_Tpa_&_Tps	5	0	0.000182394	0	1	Tge	WB
Tbi	1	102	NA	NA	NA	Tbi	RT
Tbi	1	94	NA	NA	NA	Tte	RT
Tbi	1	97	NA	NA	NA	Tce	RT
Tbi	1	105	NA	NA	NA	Tms	RT
Tbi	1	93	NA	NA	NA	Tcm	RT
Tbi	1	94	NA	NA	NA	Tsi	RT
Tbi	1	97	NA	NA	NA	Tps	RT
Tbi	1	117	NA	NA	NA	Tdi	RT
Tbi	1	170	NA	NA	NA	Tpa	RT
Tbi	1	154	NA	NA	NA	Tge	RT
Tce	1	64	NA	NA	NA	Tbi	RT
Tce	1	68	NA	NA	NA	Tte	RT
Tce	1	85	NA	NA	NA	Tce	RT
Tce	1	75	NA	NA	NA	Tms	RT
Tce	1	64	NA	NA	NA	Tcm	RT
Tce	1	61	NA	NA	NA	Tsi	RT
Tce	1	102	NA	NA	NA	Tps	RT
Tce	1	81	NA	NA	NA	Tdi	RT
Tce	1	84	NA	NA	NA	Tpa	RT
Tce	1	115	NA	NA	NA	Tge	RT
Tcm	1	92	NA	NA	NA	Tbi	RT
Tcm	1	83	NA	NA	NA	Tte	RT
Tcm	1	116	NA	NA	NA	Tce	RT
Tcm	1	117	NA	NA	NA	Tms	RT
Tcm	1	107	NA	NA	NA	Tcm	RT
Tcm	1	123	NA	NA	NA	Tsi	RT
Tcm	1	127	NA	NA	NA	Tps	RT
Tcm	1	122	NA	NA	NA	Tdi	RT
Tcm	1	88	NA	NA	NA	Tpa	RT
Tcm	1	62	NA	NA	NA	Tge	RT
Tpa	1	116	NA	NA	NA	Tbi	RT
Tpa	1	133	NA	NA	NA	Tte	RT
Tpa	1	179	NA	NA	NA	Tce	RT
Tpa	1	163	NA	NA	NA	Tms	RT
Tpa	1	108	NA	NA	NA	Tcm	RT
Tpa	1	103	NA	NA	NA	Tsi	RT
Tpa	1	174	NA	NA	NA	Tps	RT
Tpa	1	160	NA	NA	NA	Tdi	RT
Tpa	1	111	NA	NA	NA	Tpa	RT
Tpa	1	132	NA	NA	NA	Tge	RT
Tps	1	78	NA	NA	NA	Tbi	RT
Tps	1	80	NA	NA	NA	Tte	RT
Tps	1	123	NA	NA	NA	Tce	RT
Tps	1	150	NA	NA	NA	Tms	RT
Tps	1	70	NA	NA	NA	Tcm	RT
Tps	1	104	NA	NA	NA	Tsi	RT
Tps	1	106	NA	NA	NA	Tps	RT
Tps	1	120	NA	NA	NA	Tdi	RT
Tps	1	84	NA	NA	NA	Tpa	RT
Tps	1	92	NA	NA	NA	Tge	RT
Tbi_&_Tce	2	2	1.682907966	1.188419118	0.939728436	Tbi	RT
Tbi_&_Tce	2	2	1.64742268	1.214017522	1	Tte	RT
Tbi_&_Tce	2	4	2.127741935	1.879927229	0.608204619	Tce	RT
Tbi_&_Tce	2	3	2.030162413	1.477714286	1	Tms	RT
Tbi_&_Tce	2	3	1.558523174	1.924899194	1	Tcm	RT
Tbi_&_Tce	2	4	1.498301542	2.669689571	0.293083636	Tsi	RT
Tbi_&_Tce	2	6	2.573211964	2.331716192	0.369101843	Tps	RT
